D_INTERVIEW,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,Q103,Q104
458070001,0,0,0,0,0,0,0,0,0,0,0
458070002,0,0,0,0,0,0,0,1,0,0,0
458070003,0,0,0,0,0,0,0,0,0,0,0
458070004,0,1,1,1,0,1,1,2,2,2,2
458070005,0,0,0,0,0,0,0,0,0,0,0
458070006,0,0,0,0,1,0,0,0,0,0,0
458070007,0,1,0,0,0,0,0,0,0,0,0
458070008,0,0,0,0,2,0,0,0,0,0,1
458070009,0,0,0,0,2,0,0,2,0,0,0
458070010,0,0,0,0,0,0,0,0,0,0,0
458070011,0,0,0,0,0,0,0,0,0,0,0
458070012,2,2,2,1,1,2,2,2,2,2,2
458070013,0,0,0,0,0,0,0,0,0,0,0
458070014,1,0,0,1,1,0,0,0,0,0,0
458070015,0,0,0,0,0,0,0,0,0,0,0
458070016,0,0,0,0,0,0,0,0,0,0,0
458070017,0,0,0,0,0,0,0,0,0,0,0
458070018,0,0,0,0,0,0,0,0,0,0,0
458070019,1,1,2,1,0,0,0,0,0,0,0
458070020,0,0,0,0,0,0,0,0,0,0,0
458070021,0,0,0,0,0,0,0,0,0,0,0
458070022,2,0,0,0,2,1,0,0,0,0,0
458070023,1,1,2,2,1,1,2,1,1,1,1
458070024,0,0,0,0,0,0,0,0,0,0,0
458070025,0,0,0,2,1,0,0,0,0,2,0
458070026,0,0,0,0,0,0,0,0,0,0,0
458070027,0,1,1,2,2,2,2,1,1,1,0
458070028,2,2,2,2,2,2,2,2,2,2,2
458070029,2,2,1,2,0,1,0,1,2,2,2
458070030,2,0,0,0,0,0,0,0,0,0,0
458070031,0,1,0,0,0,0,0,0,0,2,0
458070032,1,1,0,0,0,0,0,0,0,0,0
458070033,0,0,0,0,0,0,0,0,0,0,2
458070034,0,0,0,0,0,0,0,0,0,0,0
458070035,0,0,0,0,0,0,0,0,0,0,0
458070036,2,2,0,1,0,0,0,0,0,0,0
458070037,0,0,0,0,0,0,0,0,0,0,0
458070038,0,0,0,0,0,0,0,0,0,0,0
458070039,0,0,0,0,0,0,0,0,0,0,0
458070040,0,0,0,0,0,0,0,0,0,0,0
458070041,0,0,0,0,0,0,0,0,0,0,0
458070042,0,0,0,0,0,0,0,0,0,0,0
458070043,0,0,0,0,0,0,0,0,0,0,0
458070044,0,0,0,0,0,0,0,0,0,0,0
458070045,0,0,0,2,2,0,0,0,0,0,0
458070046,0,0,0,0,0,0,0,0,0,0,0
458070047,0,0,0,0,0,0,0,0,0,0,0
458070048,2,1,1,2,0,1,0,0,0,0,0
458070049,0,0,0,1,0,0,0,0,0,0,0
458070050,0,0,0,0,0,0,0,0,0,0,0
458070051,0,0,0,0,0,0,0,0,0,0,0
458070052,0,0,0,0,0,0,0,0,0,0,0
458070053,0,0,0,0,2,0,2,0,0,0,0
458070054,0,0,0,0,0,0,0,0,0,0,0
458070055,0,0,0,0,0,0,0,0,0,0,0
458070056,0,0,0,0,0,0,0,0,0,0,0
458070057,0,0,0,0,0,0,0,0,0,0,0
458070058,0,0,0,0,0,0,0,0,0,0,0
458070059,0,0,0,2,1,0,1,2,2,2,0
458070060,0,0,0,0,0,0,0,0,0,0,0
458070061,0,0,0,0,0,0,0,0,0,0,0
458070062,0,0,0,0,0,0,0,0,0,0,0
458070063,0,0,0,0,0,0,0,0,0,0,0
458070064,0,0,0,0,0,0,0,0,0,0,0
458070065,1,1,2,2,1,1,2,2,0,1,0
458070066,2,1,1,1,1,2,1,2,1,1,0
